1.050000000000000044e+00 -1.526733153436591550e+00 1.494578043923333877e-01 8.893566592385170333e-01 1.323934168883291081e-02
1.073469387755102034e+00 -1.506789570224428942e+00 1.506525169587515645e-01 8.846280897904754692e-01 1.294554167448920198e-02
1.096938775510204245e+00 -1.496173985673809881e+00 1.424470481142650624e-01 8.822197044257112930e-01 1.267232144852924527e-02
1.120408163265306234e+00 -1.481987451118923937e+00 1.468550314547714120e-01 8.784799694942996284e-01 1.338223075178661577e-02
1.143877551020408223e+00 -1.483961446985203381e+00 1.462963608004123339e-01 8.788278942434635255e-01 1.367710632448441120e-02
1.167346938775510212e+00 -1.463783403892449542e+00 1.479143425692869551e-01 8.726495738898036869e-01 1.409510226626054137e-02
1.190816326530612201e+00 -1.457048312314648264e+00 1.425028251040644789e-01 8.711439382321234381e-01 1.432119735614715596e-02
1.214285714285714413e+00 -1.438055583456825159e+00 1.452665848621265687e-01 8.665171812955526631e-01 1.468651146083111390e-02
1.237755102040816402e+00 -1.426469338872255577e+00 1.443811198847769761e-01 8.632006505448389655e-01 1.547723337561581099e-02
1.261224489795918391e+00 -1.395293734476422021e+00 1.482966782215141277e-01 8.548810163371346471e-01 1.630284080798040727e-02
1.284693877551020602e+00 -1.390094945748495903e+00 1.475122129691258388e-01 8.534417046447401178e-01 1.639673191525827661e-02
1.308163265306122591e+00 -1.371993856208504337e+00 1.515262662447839914e-01 8.474474732614643013e-01 1.799190180584011103e-02
1.331632653061224580e+00 -1.366527896004942733e+00 1.529975155962191025e-01 8.452358971894271544e-01 1.821054923743205614e-02
1.355102040816326570e+00 -1.351000748060374068e+00 1.456527251422776448e-01 8.428885602048894476e-01 1.733210625514955416e-02
1.378571428571428559e+00 -1.348577758965092022e+00 1.467583061815986023e-01 8.406979387844081275e-01 1.839537889283076461e-02
1.402040816326530770e+00 -1.329302131500726514e+00 1.469034121142127058e-01 8.366613649326475333e-01 1.868714127512558637e-02
1.425510204081632759e+00 -1.300155400208107936e+00 1.457435769658025349e-01 8.276591987270536244e-01 1.918069872230745293e-02
1.448979591836734748e+00 -1.295737902091147253e+00 1.435186882554939369e-01 8.265583154222228002e-01 1.919706200340434363e-02
1.472448979591836959e+00 -1.260164660178323182e+00 1.516291060208428410e-01 8.144531328495766553e-01 2.166714165463009059e-02
1.495918367346938949e+00 -1.283532921192062748e+00 1.372486245637944968e-01 8.222506150290813665e-01 1.935644217210613291e-02
1.519387755102040938e+00 -1.247869109657973263e+00 1.443854736947790540e-01 8.119328529699449959e-01 2.074446744432545051e-02
1.542857142857142927e+00 -1.234730543938624470e+00 1.428155078131254641e-01 8.070066394134625121e-01 2.160615801271121086e-02
1.566326530612244916e+00 -1.226243399526509625e+00 1.434681295092462561e-01 8.071295924761979768e-01 2.089787253028105307e-02
1.589795918367347127e+00 -1.209637300980776153e+00 1.409892270727060026e-01 7.997175589633800374e-01 2.282971382077034900e-02
1.613265306122449116e+00 -1.217156239936909135e+00 1.340012384744575236e-01 8.037466530009297339e-01 2.070720354487128392e-02
1.636734693877551106e+00 -1.202816161347030288e+00 1.359772932759414632e-01 7.972808551894035034e-01 2.219035650710719787e-02
1.660204081632653317e+00 -1.168236936362882172e+00 1.380696216973002488e-01 7.879204972289275410e-01 2.237444666655065417e-02
1.683673469387755306e+00 -1.137991792969039961e+00 1.327571642409371144e-01 7.797285411640810793e-01 2.267379640030005652e-02
1.707142857142857295e+00 -1.157475624883284482e+00 1.281469800573026840e-01 7.857295666846029203e-01 2.155354053002776077e-02
1.730612244897959284e+00 -1.154269805603238774e+00 1.281725486608437381e-01 7.843646727474893332e-01 2.213502587287893147e-02
1.754081632653061273e+00 -1.115840154227947023e+00 1.292207359159204261e-01 7.742512352648811547e-01 2.253943721238339803e-02
1.777551020408163485e+00 -1.109715017674265169e+00 1.317867682637572646e-01 7.709048291944099462e-01 2.350121378060052862e-02
1.801020408163265474e+00 -1.119515757115264076e+00 1.244697195728859118e-01 7.747015600492650478e-01 2.209487237020715811e-02
1.824489795918367463e+00 -1.074816523451406658e+00 1.256059964886214741e-01 7.606089645676885613e-01 2.367659126324946420e-02
1.847959183673469674e+00 -1.058501907327161318e+00 1.243003770364595612e-01 7.556070226890692076e-01 2.393233238936954416e-02
1.871428571428571663e+00 -1.059264847821594469e+00 1.197582074552139830e-01 7.561635348677465673e-01 2.313339159285904972e-02
1.894897959183673652e+00 -1.048209366778603435e+00 1.196651926080685435e-01 7.528575949648457222e-01 2.299190333955516974e-02
1.918367346938775642e+00 -1.057800664292884329e+00 1.159297575236515471e-01 7.546286971797808718e-01 2.314510167961398787e-02
1.941836734693877631e+00 -1.031096037213782957e+00 1.137106308740515465e-01 7.484778505474254384e-01 2.287642930061518920e-02
1.965306122448979842e+00 -1.025710706952309925e+00 1.132807237369807263e-01 7.456082775861067047e-01 2.327772867794626610e-02
1.988775510204081831e+00 -1.020686318417965310e+00 1.103727123161765827e-01 7.445138830593975854e-01 2.295777553809407942e-02
2.012244897959183820e+00 -1.007890332049390159e+00 1.110888905888283706e-01 7.413461293891631110e-01 2.305672413156829859e-02
2.035714285714286031e+00 -1.008444035248766690e+00 1.071304901056772813e-01 7.416862785896717325e-01 2.259093389010138897e-02
2.059183673469387799e+00 -1.008481979512409810e+00 1.093669052158356275e-01 7.389349929752112578e-01 2.342537584956799757e-02
2.082653061224490010e+00 -9.747211141364354736e-01 1.072985203197310694e-01 7.288657106221566595e-01 2.383703525287155997e-02
2.106122448979592221e+00 -9.577411612788775397e-01 1.023061300245655253e-01 7.273898175789518250e-01 2.258739319552909713e-02
2.129591836734694432e+00 -9.651637273418158802e-01 9.942215147214279736e-02 7.284987335112674822e-01 2.240523856090329696e-02
2.153061224489796199e+00 -9.553350850401850503e-01 9.872083915057759673e-02 7.252864874897038128e-01 2.242162196096144505e-02
2.176530612244897966e+00 -9.237595248197650877e-01 9.917259457739721618e-02 7.152928067981713101e-01 2.304773887041866587e-02
2.200000000000000178e+00 -9.315792545887167098e-01 1.004007828475200065e-01 7.183753400894786756e-01 2.278380273553668595e-02
