8.699999999999999956e-01 -1.545389411104605371e+00 7.796456815668115214e-02 8.775816146337936940e-01 6.941219940900384723e-03
8.719999999999999973e-01 -1.545864523476731200e+00 7.725183192706318314e-02 8.771946069530739409e-01 6.934366567105013091e-03
8.739999999999999991e-01 -1.543461837175863272e+00 7.454119416582004332e-02 8.772846275875714195e-01 6.277796372670447003e-03
8.760000000000000009e-01 -1.530889163343804649e+00 7.935550686072258275e-02 8.723190863805976303e-01 7.007909616563852591e-03
8.780000000000000027e-01 -1.545380305416611977e+00 7.701910962938238181e-02 8.763584846026224451e-01 6.956800026848112238e-03
8.800000000000000044e-01 -1.540286139273263633e+00 7.489661678572399894e-02 8.763582377584745453e-01 6.326026409536990476e-03
8.820000000000000062e-01 -1.543345184546276228e+00 7.550544035509644536e-02 8.765239375403721667e-01 6.664443781572729208e-03
8.840000000000000080e-01 -1.545553136726497634e+00 7.250161784906182516e-02 8.775333877215978351e-01 6.240798576357496109e-03
8.860000000000000098e-01 -1.537412887824996410e+00 7.468335395556188749e-02 8.755554586491891556e-01 6.505701421591504781e-03
8.880000000000000115e-01 -1.541491899132684473e+00 7.136073111328368468e-02 8.760401680114142664e-01 6.147643971618038140e-03
8.900000000000000133e-01 -1.533471659863263614e+00 7.733556322073306677e-02 8.737921982173160185e-01 6.834071575859853448e-03
8.920000000000000151e-01 -1.529714073268194197e+00 7.685325443743848406e-02 8.725853928844961027e-01 6.920911166723232519e-03
8.940000000000000169e-01 -1.526233046593137743e+00 7.956199778420501578e-02 8.717635504831300342e-01 7.116405680062276584e-03
8.960000000000000187e-01 -1.530542374580783349e+00 7.698992218607268734e-02 8.731325244429123389e-01 6.767095562757269485e-03
8.980000000000000204e-01 -1.529049387935665694e+00 7.625434977872171116e-02 8.727284768450399577e-01 6.933854603634193557e-03
9.000000000000000222e-01 -1.532159787020715536e+00 7.675287962044789747e-02 8.734895634227108907e-01 6.855101012395294589e-03
9.020000000000000240e-01 -1.534894038313454390e+00 7.572155044500952781e-02 8.741419968261950890e-01 6.987421258980700337e-03
9.040000000000000258e-01 -1.532387173362170341e+00 7.252625823566119512e-02 8.745810649936336389e-01 6.336634486816062131e-03
9.060000000000000275e-01 -1.510427745914317388e+00 7.909886439708356531e-02 8.674067243137700833e-01 7.187696319178168633e-03
9.080000000000000293e-01 -1.520838130129864352e+00 8.102716893718076019e-02 8.695071117365469338e-01 7.757091799430697668e-03
9.100000000000000311e-01 -1.524748949565114087e+00 7.497234537769544016e-02 8.712874799886343169e-01 6.799441209638854705e-03
9.120000000000000329e-01 -1.520202969317414610e+00 7.671530234046232410e-02 8.696093305271374030e-01 7.211765009427781661e-03
9.140000000000000346e-01 -1.510891360970675557e+00 7.923860944635882642e-02 8.671700548695842059e-01 7.279883458804246345e-03
9.160000000000000364e-01 -1.517710044453306040e+00 8.236869850307901308e-02 8.681724032347688524e-01 8.019249425227741035e-03
9.180000000000000382e-01 -1.512455229494267028e+00 7.868064180286324372e-02 8.673362537684039530e-01 7.578576279304933411e-03
9.200000000000000400e-01 -1.520274188821325367e+00 7.406688642998351946e-02 8.704851686502491637e-01 6.632320044075072293e-03
9.220000000000000417e-01 -1.510896763863285752e+00 8.186295225814971266e-02 8.670621384126568909e-01 7.856675293613134270e-03
9.240000000000000435e-01 -1.510961078981604144e+00 7.828126293930215418e-02 8.674344834834321061e-01 7.357189189892031009e-03
9.260000000000000453e-01 -1.519134442527876772e+00 7.659436719135007121e-02 8.690236246054464653e-01 7.240613788854664661e-03
9.280000000000000471e-01 -1.508101960225720406e+00 7.860130858317242175e-02 8.662122775540279651e-01 7.618118695972415227e-03
9.300000000000000488e-01 -1.518591735900866047e+00 7.414040390069143172e-02 8.699438551948561749e-01 6.903526808433713309e-03
