1.000000000000000056e-01 -1.950334713104712847e+00 1.357642068242625837e-02 9.828146142113047823e-01 2.536810550857193647e-04
2.000000000000000111e-01 -1.900369127426171589e+00 1.547054306061390432e-02 9.655367360339421889e-01 5.730081639526707349e-04
2.999999999999999889e-01 -1.846203957248743421e+00 1.565567632294416478e-02 9.466869799597301682e-01 8.818778440737122786e-04
4.000000000000000222e-01 -1.792680911286478107e+00 1.535201598679980343e-02 9.277402048114243849e-01 1.176530285005306098e-03
5.000000000000000000e-01 -1.735969076151042234e+00 1.602168685470672926e-02 9.068381025542017193e-01 1.561357617700709355e-03
5.999999999999999778e-01 -1.680076032824920240e+00 1.725789097900307448e-02 8.870537700758617250e-01 2.081583755151328319e-03
6.999999999999999556e-01 -1.610126967493258121e+00 1.868169563138966788e-02 8.605136940710798044e-01 2.727094739771412316e-03
8.000000000000000444e-01 -1.544575341109753142e+00 2.008649326319805403e-02 8.356266170538058091e-01 3.433749029455590573e-03
1.000000000000000000e+00 -1.370783232468105517e+00 2.817984603007350763e-02 7.610894947814252909e-01 8.325412068358906126e-03
1.100000000000000089e+00 -1.277881039094441507e+00 3.017426677133035195e-02 7.166162645361932038e-01 1.181604290667512963e-02
1.199999999999999956e+00 -1.144725684744561045e+00 3.502676188416474490e-02 6.448152322283970950e-01 1.830056728440887515e-02
1.300000000000000044e+00 -1.027226123575670558e+00 3.332226807799831825e-02 5.751768027195195421e-01 2.153812443793816367e-02
1.399999999999999911e+00 -9.158085640226398816e-01 2.813939112334385220e-02 5.060026045531654804e-01 2.238535101133670713e-02
1.500000000000000000e+00 -8.319188720535867221e-01 2.341487408589632349e-02 4.577909117674845985e-01 2.018309795180463564e-02
1.600000000000000089e+00 -7.417275357537274072e-01 1.868357810398774826e-02 4.032467501817870725e-01 1.769666681166822200e-02
1.699999999999999956e+00 -6.855793879460112539e-01 1.537478161806645101e-02 3.731548516978262509e-01 1.552732200935777289e-02
1.800000000000000044e+00 -6.328341168582387599e-01 1.299529577319810496e-02 3.420823358769464750e-01 1.382540306521730898e-02
1.899999999999999911e+00 -5.941780791142119433e-01 1.080424043876470480e-02 3.230498544913469328e-01 1.183969107936335557e-02
2.000000000000000000e+00 -5.543116196121549155e-01 9.622714782117139376e-03 3.043489117212253570e-01 1.038478761978858106e-02
2.500000000000000000e+00 -4.251961848992883986e-01 5.516162746807089928e-03 2.527456891043428078e-01 6.168479539897253790e-03
