-2.672465083938560859e+00 2.653258218249702871e+00 1.760043436787531723e+00 -2.732659883715834681e+00 -2.386106061042151172e+00 -2.370033433970544667e+00 -2.799930673858543884e+00 -2.087551488091171858e+00 -3.129111051918424202e+00 2.904200007982557619e+00 2.312884450001313486e+00 -2.482376802517744618e+00 2.975815801272018835e+00 -2.741526575682068145e+00 2.532793594333242915e+00 -2.296666527878147956e+00
3.093527117194283527e+00 2.797770927718531642e+00 -3.110634184463617391e+00 -1.237840111511343766e+00 -2.537925227022325370e+00 -2.748356128729543713e+00 2.564277266720870418e+00 3.036950038984492117e+00 -3.137339836948059624e+00 2.952144958368581484e+00 3.023005969183779396e+00 -2.787413965977782571e+00 -2.055491660925941044e+00 -2.071193414997719806e+00 2.936167827834311961e+00 -2.398144352742544338e+00
-2.804851606677997378e+00 -2.696405510546250106e+00 -2.968186822062393038e+00 -2.575964589761313928e+00 -2.788741188894693579e+00 -2.810157961476372535e+00 -2.604587906520603902e+00 -3.044233029553994552e+00 2.935430438922983942e+00 2.742557061450880962e+00 2.615490747931533910e+00 -2.246378951158518600e+00 -3.093130184614698130e+00 -3.062351183763035056e+00 -2.912050830920350997e+00 2.724314559527834856e+00
2.229876187567513046e+00 2.248255626105970073e+00 -2.854443691771577640e+00 -2.709235559124643089e+00 -2.171290338143035292e+00 -1.936291508507303583e+00 -1.925352754387944065e+00 -2.577575013203248222e+00 3.007091965565671376e+00 -2.288749033138242517e+00 -2.963074962147868696e+00 2.865484532729383638e+00 3.117917450110734290e+00 2.446050232133920588e+00 2.611383777462523259e+00 -3.127871227417605482e+00
-2.983149005161898071e+00 2.742845352015135241e+00 -4.775632482909499821e-01 -1.530921940806897474e+00 -9.125572600948120838e-01 -1.042695725140315499e+00 -1.428922148515612278e+00 -1.555582974987505862e+00 3.080071904688329365e+00 2.214310969423884501e+00 -2.434638196001079891e+00 2.653162805113657985e+00 -2.938753856360355687e+00 -2.291936779414422976e+00 -2.461416404035797534e+00 -3.073094911190100476e+00
-2.326234865205049296e+00 -2.072318058078728154e+00 -1.355872860211351005e+00 -9.116333419578771524e-01 -1.079702487734421901e+00 -2.432369641732187171e-01 -8.964558090947486457e-01 -2.139182172338882193e+00 -2.995493277564654555e+00 3.100189885508908727e+00 -2.710059093627787519e+00 3.091707723672866948e+00 -2.854580935450388601e+00 -1.709158734862215923e+00 -1.510537805568271663e+00 -2.885376629118109992e+00
-1.996261459839913543e+00 -2.816444652624003453e+00 -9.564204089474276360e-01 -8.557592663338198236e-01 -1.344855012711285935e+00 -1.270387515348541774e+00 -1.505646761666062483e+00 -1.935116508688937698e+00 -1.919786922344438818e+00 -1.281240664545494568e+00 -2.122271884223958072e+00 -3.056411833007713241e+00 -2.468653571697442484e+00 -1.448579326334674011e+00 -1.088824573542892749e+00 -2.436834465436999775e+00
-2.890437911012620376e+00 -2.790424790456422777e+00 -2.211693350739361463e+00 -1.974680329501960374e+00 -1.275836573179523814e+00 -1.386644757468762146e+00 -1.913832248877381348e+00 -3.042924313045482609e+00 -2.008588262518398171e+00 -1.396785961282260180e+00 -2.441517832793706155e+00 -2.069365983370931250e+00 -2.318599721085039533e+00 -1.531092356027941692e+00 -2.000138236962251792e+00 -2.320069312164458442e+00
-2.476096667845196109e+00 1.937544289994558522e+00 -2.871172708446854571e+00 -1.380932801269233900e+00 -1.872717271519437565e+00 -2.167651875057706956e+00 3.025751921547529477e+00 2.722935041340707851e+00 -2.702303545418888842e+00 -2.151399747280213326e+00 -2.331550019351411596e+00 -1.429512277216719252e+00 -1.458246930798799523e+00 -1.695511445369706216e+00 -2.431047113679130955e+00 -2.523824270032977157e+00
-2.796239577191371506e+00 2.693372620889323610e+00 2.876600397302205625e+00 -2.973709475907955202e+00 -2.423797662023940092e+00 -2.349199310054279621e+00 -2.589514863014124035e+00 -3.031936595366346410e+00 2.604591964804564785e+00 -2.228671424537346457e+00 -1.412076512094559533e+00 -4.626982149512428588e-01 -1.372579533778520489e+00 -8.752698861654991669e-01 -2.379859950902015076e+00 -2.783516623976205917e+00
