-2.124649135327985494e+00 -1.442069447102663382e+00 -2.128177911913013975e+00 -4.595096785460925926e-01 -2.359505308832476889e+00 -1.956904219516913734e+00 -1.527335316377359975e+00 -1.295300699490496310e+00 -1.038120740002694609e+00 -1.808201494212354987e+00 -2.140530601598343630e+00 -1.062239386653245798e+00 -1.915030146668132538e+00 -1.114167161601356426e+00 -1.039813313846544407e+00 -1.416696981844000502e+00
-1.030093478557319031e+00 2.097799310023355790e-02 -4.766327265031805593e-01 -1.555424344694859462e+00 -1.565925531510336421e+00 -1.542375769377264172e+00 -1.928519997027247079e+00 -3.601569768519222170e-01 -6.899335235519499232e-01 -1.538898765905226229e+00 -1.761085165718864420e+00 -1.705003599933605951e+00 -1.407566790610866869e+00 -1.654369824871287475e+00 -1.480217701414796139e+00 -7.683146240327137777e-01
4.461655192229333489e-01 5.684268731965121946e-01 -2.675451406363398288e-01 -1.717114681869188031e+00 -1.857306318916799537e+00 -2.065348540224999585e+00 -2.326342683074703377e+00 -5.374486666206699237e-01 -1.034221945588302827e+00 -2.101675710632537886e+00 -2.637244320476717530e+00 -2.256821752847622431e+00 -1.671124742232447113e+00 -2.440234828691222102e+00 -1.204595355979247495e+00 -8.469923479909544639e-01
1.459365422209633500e+00 -1.146730803107143953e-01 -6.191190882315116273e-01 -8.169435177383669311e-01 -1.877916203392539174e+00 -2.263290770818385145e+00 -1.728619376052735079e+00 -1.553459821680780450e+00 3.046360131295726248e+00 2.903026125756375642e+00 2.587139475008879863e+00 -1.796905286640714916e+00 -1.903581188225972332e+00 -1.252423965285899721e+00 -5.071980840967186266e-01 6.118052850289967814e-02
6.065612611901561868e-01 -5.833112583899905529e-02 -1.813829996726845639e+00 -2.443812362981512720e+00 -2.006873765255966280e+00 -1.770293094709584292e+00 2.012313461694525615e-02 -3.966880623062872813e-01 6.568580956341931731e-01 -2.313848660074563579e+00 -2.892548983270974983e+00 -1.032849528134918593e+00 -1.318683016265957686e-01 -2.442844819086657182e+00 2.211991625828557129e-01 2.394405779739184892e-01
-1.136741287883079154e+00 -5.210729694967797254e-01 -9.679075693944757530e-01 -5.456018651396757901e-01 -6.771086932081916698e-01 -1.272515586910955898e+00 -6.630089431428874969e-01 -5.893937991001110266e-01 -7.369949652936254036e-01 -8.815245954037961851e-02 2.938587079332704022e+00 -2.678484120588506379e+00 -1.700865010209017480e+00 1.470816672733257890e+00 1.708181419210725582e-01 -8.922748697164534226e-01
-2.399774216387227987e+00 -2.268695877171309050e+00 -2.137872540938374311e+00 -2.287048574089928454e+00 -1.412540631571695071e+00 -2.144707271493074607e+00 -1.847398226819822131e+00 -1.008672393300824144e+00 -1.502415929427418861e+00 -6.424919814503361470e-01 -1.656226643698553991e+00 -1.947059947238693578e+00 -4.022421499305837284e-02 3.312597208591623876e-01 6.086521686036057144e-01 2.306377004784569529e+00
-1.883773159200555547e+00 -1.877664670103712297e+00 -2.409322163740041933e+00 -2.150782910668415759e+00 -1.737053300637930286e+00 -2.699811132108993039e+00 -2.267967858189825048e+00 -2.046287360409566158e+00 -2.254750099717245160e+00 -4.749728078251179708e-01 -1.342513057539859167e-01 6.183283920084470253e-01 -6.019228471001901448e-02 -6.786957354539804310e-01 -1.850771242522296633e+00 -2.793087223916101092e+00
-1.037571123637617942e+00 -1.338558920342803438e+00 -9.708711788794490705e-01 -2.587651455440420634e+00 -2.762699999647784121e+00 -2.624487355175003866e+00 -1.381368030787643253e+00 -1.412293349658194641e+00 -2.075150687038627595e+00 -1.532337058826991338e+00 2.977360216477166865e+00 2.044183017093939903e+00 1.434137246736197469e+00 4.200147687141193575e-01 -1.392542322620942574e+00 -2.010217678221589477e+00
-1.271681054222540741e+00 -3.502268980557619593e-01 -1.045881047404714215e+00 -2.760742035949878215e+00 -2.366690052506895459e+00 -3.095515539149664264e+00 2.869880275146717175e+00 1.634567007482409240e-01 1.298999843631266193e+00 -2.907030476844600475e+00 2.969290469733334437e+00 2.949044169665105297e+00 -1.917994703192785533e+00 -1.005864757936133946e+00 -2.289668308748035730e-01 -8.544753516015537453e-01
